empresa_estacao,COD_AREA,COD_UF,UF,cidade,COD_IBGE,situacao,TCN_2G,TCN_3G,TCN_4G,TCN_5G
CLARO,55,43,Rio Grande do Sul,Ijuí,4310207,Licenciada,11,10,13,null
CLARO,98,21,Maranhão,São João do Carú,2111029,Licenciada,1,1,1,null
VIVO,77,29,Bahia,Tanhaçu,2931004,Licenciada,1,2,2,null
VIVO,34,31,Minas Gerais,Santa Rosa da Serra,3159704,Licenciada,null,1,1,null
VIVO,31,31,Minas Gerais,Fortuna de Minas,3126406,Licenciada,null,1,1,null
CLARO,54,43,Rio Grande do Sul,Lagoa dos Três Cantos,4311270,Licenciada,2,null,2,null
TIM,62,52,Goiás,Crixás,5206404,Licenciada,1,1,2,null
VIVO,33,31,Minas Gerais,Divisa Alegre,3122355,Licenciada,null,1,1,null
TIM,75,29,Bahia,Pedrão,2924108,Licenciada,null,1,1,null
VIVO,64,52,Goiás,São Simão,5220405,Licenciada,2,1,2,null
VIVO,74,29,Bahia,Ourolândia,2923357,Licenciada,1,1,1,null
VIVO,65,51,Mato Grosso,Mirassol d'Oeste,5105622,Licenciada,6,4,5,2
VIVO,49,42,Santa Catarina,Treze Tílias,4218509,Licenciada,2,1,1,null
VIVO,33,31,Minas Gerais,Ipanema,3131208,Licenciada,1,1,1,null
VIVO,31,31,Minas Gerais,Itaverava,3133907,Licenciada,1,2,2,null
CLARO,62,52,Goiás,Varjão,5221908,Licenciada,2,1,2,null
TIM,35,31,Minas Gerais,Cordislândia,3119005,Licenciada,null,null,1,null
VIVO,49,42,Santa Catarina,Brunópolis,4202875,Licenciada,1,1,1,null
VIVO,98,21,Maranhão,Maracaçumé,2106326,Licenciada,1,1,1,null
TIM,55,43,Rio Grande do Sul,Mato Queimado,4312179,Licenciada,1,null,1,null
TIM,83,25,Paraíba,Juarez Távora,2507606,Licenciada,null,1,1,null
VIVO,35,31,Minas Gerais,Lavras,3138203,Licenciada,8,12,14,5
TIM,19,35,São Paulo,Sumaré,3552403,Licenciada,10,19,21,3
VIVO,38,31,Minas Gerais,Gouveia,3127602,Licenciada,1,1,1,null
VIVO,81,26,Pernambuco,Bezerros,2601904,Licenciada,5,7,7,null
VIVO,47,42,Santa Catarina,Indaial,4207502,Licenciada,6,5,7,6
TIM,64,52,Goiás,Castelândia,5205059,Licenciada,null,2,2,null
VIVO,38,31,Minas Gerais,Datas,3121001,Licenciada,1,2,2,null
TIM,51,43,Rio Grande do Sul,Itati,4310652,Licenciada,2,null,2,null
CLARO,75,29,Bahia,Lamarão,2919108,Licenciada,2,2,2,null
CLARO,83,25,Paraíba,Tacima,2516409,Licenciada,null,1,1,null
VIVO,54,43,Rio Grande do Sul,Coxilha,4305975,Licenciada,2,2,3,null
CLARO,42,41,Paraná,Reserva,4121703,Licenciada,2,2,2,null
TIM,64,52,Goiás,Santa Rita do Araguaia,5219407,Licenciada,null,1,null,null
ALGAR,37,31,Minas Gerais,São José da Varginha,3163102,Licenciada,1,1,1,null
CLARO,14,35,São Paulo,Fartura,3515400,Licenciada,2,1,2,null
VIVO,66,51,Mato Grosso,Nova Santa Helena,5106190,Licenciada,null,1,1,null
TIM,77,29,Bahia,Matina,2921054,Licenciada,1,1,1,null
TIM,89,22,Piauí,Manoel Emídio,2205904,Licenciada,null,null,1,null
CLARO,66,51,Mato Grosso,Ipiranga do Norte,5104526,Licenciada,1,3,3,null
TIM,27,32,Espírito Santo,Alto Rio Novo,3200359,Licenciada,1,1,1,null
VIVO,19,35,São Paulo,Iracemápolis,3521408,Licenciada,1,1,1,null
TIM,81,26,Pernambuco,Barra de Guabiraba,2601300,Licenciada,null,null,1,null
TIM,31,31,Minas Gerais,Rio Espera,3155207,Licenciada,null,null,1,null
TIM,66,51,Mato Grosso,Canarana,5102702,Licenciada,2,2,2,null
VIVO,34,31,Minas Gerais,Cascalho Rico,3115003,Licenciada,null,1,1,null
CLARO,32,31,Minas Gerais,Caparaó,3112109,Licenciada,1,2,3,null
TIM,47,41,Paraná,Rio Negro,4122305,Licenciada,1,2,5,2
TIM,55,43,Rio Grande do Sul,Ubiretama,4322343,Licenciada,1,1,2,1
VIVO,84,24,Rio Grande do Norte,Antônio Martins,2400901,Licenciada,null,1,1,null
CLARO,73,29,Bahia,Itabuna,2914802,Licenciada,13,18,18,6
CLARO,85,23,Ceará,Caucaia,2303709,Licenciada,16,30,34,28
TIM,84,24,Rio Grande do Norte,Riacho da Cruz,2410702,Licenciada,1,1,1,null
VIVO,48,42,Santa Catarina,Criciúma,4204608,Licenciada,9,16,44,23
CLARO,41,41,Paraná,Guaratuba,4109609,Licenciada,16,14,16,null
TIM,89,22,Piauí,Simplício Mendes,2210805,Licenciada,2,2,2,null
VIVO,42,41,Paraná,Virmond,4128658,Licenciada,1,1,1,null
VIVO,83,25,Paraíba,Santa Luzia,2513406,Licenciada,null,1,1,null
VIVO,74,29,Bahia,Várzea do Poço,2933109,Licenciada,2,2,2,null
TIM,32,31,Minas Gerais,Barroso,3105905,Licenciada,1,1,1,null
VIVO,66,51,Mato Grosso,Canarana,5102702,Licenciada,2,2,4,null
VIVO,17,35,São Paulo,Colômbia,3512100,Licenciada,1,2,2,null
TIM,17,35,São Paulo,Urupês,3556008,Licenciada,1,1,1,null
CLARO,38,31,Minas Gerais,Brasília de Minas,3108602,Licenciada,3,2,3,null
CLARO,47,42,Santa Catarina,Petrolândia,4212700,Licenciada,1,1,1,null
VIVO,82,27,Alagoas,Campo Alegre,2701407,Licenciada,null,3,1,null
CLARO,62,52,Goiás,São Francisco de Goiás,5219902,Licenciada,1,1,1,null
TIM,54,43,Rio Grande do Sul,Nicolau Vergueiro,4312674,Licenciada,1,null,1,null
BRISANET,88,23,Ceará,Ipaumirim,2305704,Licenciada,null,null,2,2
CLARO,35,31,Minas Gerais,Campanha,3110905,Licenciada,2,1,2,null
VIVO,51,43,Rio Grande do Sul,Pantano Grande,4313953,Licenciada,2,2,2,null
VIVO,47,42,Santa Catarina,Rio Negrinho,4215000,Licenciada,3,3,4,3
TIM,48,42,Santa Catarina,São João Batista,4216305,Licenciada,1,2,1,null
TIM,41,41,Paraná,Cerro Azul,4105201,Licenciada,1,2,5,1
CLARO,75,29,Bahia,Cansanção,2906808,Licenciada,1,1,1,null
VIVO,83,25,Paraíba,São José do Brejo do Cruz,2514651,Licenciada,null,1,1,null
CLARO,51,43,Rio Grande do Sul,Putinga,4315206,Licenciada,1,1,1,null
CLARO,95,14,Roraima,Rorainópolis,1400472,Licenciada,1,1,1,null
TIM,66,51,Mato Grosso,Peixoto de Azevedo,5106422,Licenciada,1,1,1,null
VIVO,98,21,Maranhão,Presidente Juscelino,2109205,Licenciada,1,2,1,null
TIM,88,23,Ceará,Farias Brito,2304301,Licenciada,2,2,2,null
TIM,31,31,Minas Gerais,Santa Luzia,3157807,Licenciada,21,13,24,11
TIM,17,35,São Paulo,Mirassol,3530300,Licenciada,6,3,3,1
VIVO,53,43,Rio Grande do Sul,Santa Vitória do Palmar,4317301,Licenciada,8,12,13,null
CLARO,99,21,Maranhão,Imperatriz,2105302,Licenciada,15,21,25,21
VIVO,55,43,Rio Grande do Sul,Santa Maria,4316907,Licenciada,20,28,42,36
TIM,86,22,Piauí,São Félix do Piauí,2209609,Licenciada,1,1,1,null
VIVO,81,26,Pernambuco,Rio Formoso,2611903,Licenciada,2,6,5,null
TIM,31,31,Minas Gerais,São Domingos do Prata,3161007,Licenciada,3,1,2,null
CLARO,38,31,Minas Gerais,Morada Nova de Minas,3143500,Licenciada,1,1,2,null
VIVO,99,21,Maranhão,Lago da Pedra,2105708,Licenciada,1,2,3,null
VIVO,66,51,Mato Grosso,Matupá,5105606,Licenciada,1,2,2,null
CLARO,51,43,Rio Grande do Sul,Gramado Xavier,4309159,Licenciada,1,1,1,null
VIVO,22,33,Rio de Janeiro,São Sebastião do Alto,3305307,Licenciada,1,1,1,null
TIM,88,23,Ceará,Boa Viagem,2302404,Licenciada,1,1,5,null
TIM,35,31,Minas Gerais,Andradas,3102605,Licenciada,4,1,4,null
VIVO,51,43,Rio Grande do Sul,Nova Hartz,4313060,Licenciada,2,2,2,null
TIM,12,35,São Paulo,Monteiro Lobato,3531704,Licenciada,1,3,3,null
TIM,33,31,Minas Gerais,Mantena,3139607,Licenciada,1,4,5,null
TIM,63,17,Tocantins,Barrolândia,1703107,Licenciada,2,null,2,null
VIVO,35,31,Minas Gerais,Senador José Bento,3165800,Licenciada,1,1,1,null
CLARO,33,31,Minas Gerais,São João do Oriente,3162609,Licenciada,1,1,1,null
CLARO,63,17,Tocantins,Santa Tereza do Tocantins,1719004,Licenciada,1,1,1,null
CLARO,81,26,Pernambuco,Frei Miguelinho,2605806,Licenciada,1,2,1,null
TIM,35,31,Minas Gerais,Extrema,3125101,Licenciada,4,3,7,2
TIM,51,43,Rio Grande do Sul,Eldorado do Sul,4306767,Licenciada,4,null,9,null
VIVO,51,43,Rio Grande do Sul,Tavares,4321352,Licenciada,1,1,1,null
VIVO,99,21,Maranhão,São Mateus do Maranhão,2111508,Licenciada,1,2,2,null
TIM,19,35,São Paulo,Rafard,3542107,Licenciada,1,1,1,null
TIM,43,41,Paraná,São Jerônimo da Serra,4124707,Licenciada,1,2,2,null
CLARO,51,43,Rio Grande do Sul,Sertão Santana,4320552,Licenciada,2,1,2,null
VIVO,97,13,Amazonas,Lábrea,1302405,Licenciada,1,1,1,null
VIVO,48,42,Santa Catarina,Siderópolis,4217600,Licenciada,1,1,1,null
VIVO,33,31,Minas Gerais,Resplendor,3154309,Licenciada,1,6,6,1
BRISANET,88,23,Ceará,Quixeramobim,2311405,Licenciada,null,null,10,10
VIVO,73,29,Bahia,Porto Seguro,2925303,Licenciada,9,40,54,38
CLARO,17,35,São Paulo,Cardoso,3510708,Licenciada,2,2,2,null
TIM,51,43,Rio Grande do Sul,Encantado,4306809,Licenciada,1,2,2,null
VIVO,16,35,São Paulo,Pedregulho,3537008,Licenciada,3,4,4,null
VIVO,87,26,Pernambuco,Serrita,2614006,Licenciada,1,2,2,null
CLARO,98,21,Maranhão,Santa Luzia,2110005,Licenciada,1,2,2,null
VIVO,28,32,Espírito Santo,Atílio Vivácqua,3200706,Licenciada,5,7,8,null
CLARO,68,12,Acre,Cruzeiro do Sul,1200203,Licenciada,6,8,8,1
CLARO,91,15,Pará,Afuá,1500305,Licenciada,1,1,1,null
VIVO,31,31,Minas Gerais,Casa Grande,3114907,Licenciada,null,1,1,null
VIVO,49,42,Santa Catarina,São José do Cedro,4216701,Licenciada,1,1,1,null
VIVO,49,42,Santa Catarina,Santa Terezinha do Progresso,4215687,Licenciada,null,1,1,null
CLARO,34,31,Minas Gerais,Lagoa Formosa,3137502,Licenciada,3,1,3,null
TIM,47,42,Santa Catarina,Chapadão do Lageado,4204194,Licenciada,1,2,2,null
TIM,43,41,Paraná,Sabáudia,4122701,Licenciada,2,3,2,null
VIVO,91,15,Pará,Ulianópolis,1508126,Licenciada,1,null,1,null
TIM,35,31,Minas Gerais,Ingaí,3130804,Licenciada,null,1,1,null
VIVO,92,13,Amazonas,Careiro,1301100,Licenciada,1,1,2,null
VIVO,75,29,Bahia,Ribeira do Amparo,2926509,Licenciada,1,1,1,null
VIVO,44,41,Paraná,Farol,4107553,Licenciada,null,2,2,null
CLARO,62,52,Goiás,Trombas,5221452,Licenciada,1,1,1,null
TIM,88,23,Ceará,Cruz,2304251,Licenciada,1,2,4,1
TIM,84,24,Rio Grande do Norte,Olho d'Água do Borges,2408409,Licenciada,1,1,1,null
VIVO,48,42,Santa Catarina,Balneário Arroio do Silva,4201950,Licenciada,1,2,2,null
CLARO,87,26,Pernambuco,Cedro,2604304,Licenciada,2,1,2,null
CLARO,98,21,Maranhão,Pedro do Rosário,2108256,Licenciada,1,3,3,null
CLARO,31,31,Minas Gerais,Jaguaraçu,3135001,Licenciada,3,2,3,null
TIM,11,35,São Paulo,Mogi das Cruzes,3530607,Licenciada,37,48,78,15
VIVO,32,31,Minas Gerais,Alfredo Vasconcelos,3101631,Licenciada,1,2,2,null
TIM,42,41,Paraná,Nova Tebas,4117271,Licenciada,1,2,2,null
TIM,49,42,Santa Catarina,Tigrinhos,4217956,Licenciada,null,1,1,null
TIM,41,41,Paraná,Colombo,4105805,Licenciada,15,29,31,9
CLARO,47,42,Santa Catarina,Itajaí,4208203,Licenciada,19,27,28,12
CLARO,83,25,Paraíba,São José da Lagoa Tapada,2514206,Licenciada,null,1,null,null
CLARO,17,35,São Paulo,Guapiaçu,3517505,Licenciada,2,3,3,null
CLARO,83,25,Paraíba,Santa Rita,2513703,Licenciada,4,7,10,3
TIM,11,35,São Paulo,Itatiba,3523404,Licenciada,13,14,45,2
CLARO,84,24,Rio Grande do Norte,Lajes Pintadas,2406809,Licenciada,null,1,null,null
VIVO,48,42,Santa Catarina,São João Batista,4216305,Licenciada,1,1,2,null
TIM,86,22,Piauí,Nossa Senhora dos Remédios,2206803,Licenciada,null,null,1,null
CLARO,77,29,Bahia,Brotas de Macaúbas,2904506,Licenciada,1,1,1,null
CLARO,14,35,São Paulo,Presidente Alves,3541109,Licenciada,2,2,2,null
CLARO,49,42,Santa Catarina,Videira,4219309,Licenciada,3,4,4,null
CLARO,42,41,Paraná,Paula Freitas,4118600,Licenciada,1,2,2,null
CLARO,77,29,Bahia,Cotegipe,2909406,Licenciada,2,2,1,null
CLARO,98,21,Maranhão,Alto Alegre do Pindaré,2100477,Licenciada,2,2,2,null
TIM,81,26,Pernambuco,Itambé,2607653,Licenciada,1,1,1,null
CLARO,77,29,Bahia,Serra do Ramalho,2930154,Licenciada,1,1,1,null
CLARO,33,31,Minas Gerais,São João do Manhuaçu,3162559,Licenciada,1,1,1,null
CLARO,62,52,Goiás,Montes Claros de Goiás,5213707,Licenciada,1,null,1,null
CLARO,31,31,Minas Gerais,Cristiano Otoni,3120409,Licenciada,1,1,1,null
VIVO,54,43,Rio Grande do Sul,São Marcos,4319000,Licenciada,2,1,6,2
CLARO,98,21,Maranhão,Presidente Sarney,2109270,Licenciada,1,1,1,null
CLARO,62,52,Goiás,Abadia de Goiás,5200050,Licenciada,2,2,2,1
TIM,44,41,Paraná,Tapejara,4126801,Licenciada,1,1,1,null
TIM,33,31,Minas Gerais,Rio Vermelho,3156007,Licenciada,null,1,2,null
TIM,19,35,São Paulo,Vargem Grande do Sul,3556404,Licenciada,4,5,5,null
VIVO,79,28,Sergipe,São Cristóvão,2806701,Licenciada,4,8,9,null
CLARO,11,35,São Paulo,Itu,3523909,Licenciada,30,44,45,13
TIM,51,43,Rio Grande do Sul,Arambaré,4300851,Licenciada,2,1,3,null
CLARO,33,31,Minas Gerais,Conselheiro Pena,3118403,Licenciada,2,3,3,null
VIVO,73,29,Bahia,Medeiros Neto,2921104,Licenciada,2,2,2,null
CLARO,82,27,Alagoas,Água Branca,2700102,Licenciada,1,1,1,null
CLARO,11,35,São Paulo,Várzea Paulista,3556503,Licenciada,8,9,10,1
CLARO,63,17,Tocantins,Rio dos Bois,1718709,Licenciada,1,1,1,null
TIM,35,31,Minas Gerais,Itanhandu,3133105,Licenciada,1,1,2,null
CLARO,98,21,Maranhão,Presidente Juscelino,2109205,Licenciada,1,1,1,null
VIVO,73,29,Bahia,Santa Luzia,2928059,Licenciada,1,1,1,null
TIM,83,25,Paraíba,Umbuzeiro,2517001,Licenciada,1,1,1,null
BRISANET,84,24,Rio Grande do Norte,Macau,2407203,Licenciada,null,null,4,2
VIVO,14,35,São Paulo,Pompéia,3540002,Licenciada,2,6,5,null
VIVO,38,31,Minas Gerais,Montalvânia,3142700,Licenciada,1,4,5,null
VIVO,48,42,Santa Catarina,Capivari de Baixo,4203956,Licenciada,1,2,2,null
CLARO,27,32,Espírito Santo,Marilândia,3203353,Licenciada,2,2,2,null
CLARO,63,17,Tocantins,Santa Rosa do Tocantins,1718907,Licenciada,1,3,3,null
TIM,79,28,Sergipe,Pinhão,2805208,Licenciada,null,null,1,null
VIVO,94,15,Pará,Tucumã,1508084,Licenciada,3,4,6,null
TIM,87,26,Pernambuco,Angelim,2601003,Licenciada,1,1,1,null
VIVO,86,22,Piauí,Prata do Piauí,2208601,Licenciada,null,1,1,null
CLARO,69,11,Rondônia,Chupinguaia,1100924,Licenciada,3,1,3,null
TIM,32,31,Minas Gerais,Pequeri,3149507,Licenciada,1,null,2,null
CLARO,66,51,Mato Grosso,Juruena,5105176,Licenciada,1,1,1,null
VIVO,82,27,Alagoas,Matriz de Camaragibe,2705101,Licenciada,2,4,3,null
TIM,67,50,Mato Grosso do Sul,Rio Brilhante,5007208,Licenciada,3,3,2,null
TIM,88,23,Ceará,Tamboril,2313203,Licenciada,1,null,1,null
CLARO,49,42,Santa Catarina,Campo Erê,4203501,Licenciada,1,1,1,null
CLARO,91,15,Pará,São Caetano de Odivelas,1507102,Licenciada,1,1,1,null
BRISANET,73,29,Bahia,Jequié,2918001,Licenciada,null,null,1,1
VIVO,98,21,Maranhão,Conceição do Lago-Açu,2103554,Licenciada,1,1,1,null
VIVO,64,52,Goiás,Jandaia,5211701,Licenciada,null,1,2,null
VIVO,65,51,Mato Grosso,Arenápolis,5101308,Licenciada,1,1,1,null
TIM,87,26,Pernambuco,Itacuruba,2607406,Licenciada,null,1,1,null
TIM,38,31,Minas Gerais,Japonvar,3135357,Licenciada,null,null,1,null
TIM,79,28,Sergipe,Pacatuba,2804904,Licenciada,null,1,1,null
CLARO,38,31,Minas Gerais,Urucuia,3170529,Licenciada,1,null,1,null
VIVO,51,43,Rio Grande do Sul,Viamão,4323002,Licenciada,17,23,30,22
TIM,83,25,Paraíba,São João do Rio do Peixe,2500700,Licenciada,2,2,2,null
VIVO,88,23,Ceará,Uruoca,2313906,Licenciada,null,3,3,null
CLARO,13,35,São Paulo,Jacupiranga,3524600,Licenciada,2,1,2,null
CLARO,86,22,Piauí,Esperantina,2203701,Licenciada,1,4,4,null
TIM,21,33,Rio de Janeiro,Queimados,3304144,Licenciada,6,14,22,8
VIVO,33,31,Minas Gerais,Araçuaí,3103405,Licenciada,1,4,5,1
TIM,87,26,Pernambuco,Buíque,2602803,Licenciada,3,1,3,null
CLARO,45,41,Paraná,São Miguel do Iguaçu,4125704,Licenciada,4,1,3,null
VIVO,82,27,Alagoas,Piranhas,2707107,Licenciada,5,4,4,null
VIVO,54,43,Rio Grande do Sul,Casca,4304903,Licenciada,3,3,4,null
CLARO,21,33,Rio de Janeiro,Nova Iguaçu,3303500,Licenciada,62,94,120,112
VIVO,63,17,Tocantins,Porto Nacional,1718204,Licenciada,2,3,5,null
VIVO,37,31,Minas Gerais,Onça de Pitangui,3145802,Licenciada,1,2,2,null
TIM,69,11,Rondônia,Rolim de Moura,1100288,Licenciada,3,null,8,1
CLARO,38,31,Minas Gerais,Ibiracatu,3129657,Licenciada,null,1,null,null
TIM,49,42,Santa Catarina,Lages,4209300,Licenciada,11,28,31,21
VIVO,51,43,Rio Grande do Sul,Ivoti,4310801,Licenciada,2,4,6,2
VIVO,62,52,Goiás,Posse,5218300,Licenciada,4,3,8,4
TIM,48,42,Santa Catarina,Ermo,4205191,Licenciada,null,1,1,null
TIM,98,21,Maranhão,Brejo,2102101,Licenciada,1,1,1,null
VIVO,11,35,São Paulo,Pirapora do Bom Jesus,3539103,Licenciada,3,2,3,null
CLARO,98,21,Maranhão,São João Batista,2111003,Licenciada,2,2,2,null
CLARO,94,15,Pará,Itupiranga,1503705,Licenciada,2,2,2,null
CLARO,51,43,Rio Grande do Sul,Caraá,4304713,Licenciada,1,1,1,null
TIM,86,22,Piauí,Pedro II,2207900,Licenciada,1,null,1,null
CLARO,31,31,Minas Gerais,Porto Firme,3152303,Licenciada,1,1,1,null
VIVO,47,42,Santa Catarina,Campo Alegre,4203303,Licenciada,1,1,1,null
TIM,96,16,Amapá,Amapá,1600105,Licenciada,1,null,1,null
VIVO,83,25,Paraíba,Taperoá,2516508,Licenciada,1,2,2,null
VIVO,49,42,Santa Catarina,Caibi,4203105,Licenciada,1,1,1,null
TIM,81,26,Pernambuco,Pombos,2611309,Licenciada,1,1,1,1
TIM,75,29,Bahia,Itaeté,2915007,Licenciada,1,2,6,null
VIVO,32,31,Minas Gerais,Ervália,3124005,Licenciada,1,1,1,null
CLARO,99,21,Maranhão,Campestre do Maranhão,2102556,Licenciada,1,1,1,null
VIVO,51,43,Rio Grande do Sul,Sinimbu,4320677,Licenciada,1,1,1,null
VIVO,84,24,Rio Grande do Norte,Ruy Barbosa,2411106,Licenciada,1,2,1,null
TIM,19,35,São Paulo,Valinhos,3556206,Licenciada,8,12,26,4
TIM,66,51,Mato Grosso,Água Boa,5100201,Licenciada,2,null,3,null
UNIFIQUE TELECOMUNICACOES S/A,54,43,Rio Grande do Sul,Alto Alegre,4300554,Licenciada,null,null,1,1
TIM,14,35,São Paulo,Paranapanema,3535804,Licenciada,5,4,2,null
TIM,27,32,Espírito Santo,João Neiva,3203130,Licenciada,6,9,2,null
VIVO,41,41,Paraná,São José dos Pinhais,4125506,Licenciada,28,28,68,33
CLARO,81,26,Pernambuco,Moreno,2609402,Licenciada,6,7,7,null
CLARO,34,31,Minas Gerais,Comendador Gomes,3116902,Licenciada,3,1,3,null
TIM,44,41,Paraná,Munhoz de Melo,4116307,Licenciada,1,1,1,null
CLARO,34,31,Minas Gerais,Araxá,3104007,Licenciada,13,20,23,null
TIM,15,35,São Paulo,Guapiara,3517604,Licenciada,3,1,1,null
CLARO,47,42,Santa Catarina,Guaramirim,4206504,Licenciada,5,6,6,null
CLARO,32,31,Minas Gerais,Silveirânia,3167301,Licenciada,1,1,1,null
VIVO,46,41,Paraná,Boa Esperança do Iguaçu,4103024,Licenciada,null,1,1,null
CLARO,51,43,Rio Grande do Sul,Vale do Sol,4322533,Licenciada,2,1,2,null
CLARO,87,26,Pernambuco,Carnaíba,2603900,Licenciada,1,null,1,null
CLARO,35,31,Minas Gerais,Conceição dos Ouros,3117801,Licenciada,1,1,1,null
CLARO,17,35,São Paulo,Palestina,3535002,Licenciada,1,1,1,null
CLARO,86,22,Piauí,José de Freitas,2205508,Licenciada,1,2,2,null
ALGAR,34,31,Minas Gerais,Delta,3121258,Licenciada,2,1,1,null
VIVO,68,12,Acre,Mâncio Lima,1200336,Licenciada,1,1,1,null
VIVO,97,13,Amazonas,São Gabriel da Cachoeira,1303809,Licenciada,2,2,null,null
CLARO,32,31,Minas Gerais,Dores de Campos,3123007,Licenciada,1,1,1,null
CLARO,48,42,Santa Catarina,Jacinto Machado,4208708,Licenciada,1,1,1,null
TIM,75,29,Bahia,Lajedinho,2919009,Licenciada,null,1,1,null
VIVO,88,23,Ceará,Itatira,2306603,Licenciada,1,5,5,null
CLARO,99,21,Maranhão,Santa Filomena do Maranhão,2109759,Licenciada,1,1,1,null
VIVO,38,31,Minas Gerais,Ninheira,3144656,Licenciada,1,1,1,null
TIM,32,31,Minas Gerais,Tombos,3169208,Licenciada,null,null,1,null
VIVO,28,32,Espírito Santo,Iconha,3202603,Licenciada,4,3,6,null
CLARO,13,35,São Paulo,Guarujá,3518701,Licenciada,36,50,53,18
TIM,12,35,São Paulo,Ubatuba,3555406,Licenciada,13,27,41,4
VIVO,14,35,São Paulo,Promissão,3541604,Licenciada,2,4,4,null
CLARO,93,15,Pará,Itaituba,1503606,Licenciada,5,2,5,null
TIM,87,26,Pernambuco,Itaíba,2607505,Licenciada,2,2,2,null
VIVO,93,15,Pará,Mojuí dos Campos,1504752,Licenciada,1,1,1,null
CLARO,24,33,Rio de Janeiro,Miguel Pereira,3302908,Licenciada,2,4,4,null
VIVO,31,31,Minas Gerais,Conceição do Mato Dentro,3117504,Licenciada,1,11,11,null
VIVO,35,31,Minas Gerais,Extrema,3125101,Licenciada,2,6,8,5
VIVO,18,35,São Paulo,Presidente Venceslau,3541505,Licenciada,1,2,2,null
TIM,69,11,Rondônia,Mirante da Serra,1101302,Licenciada,null,null,1,null
CLARO,17,35,São Paulo,Santa Salete,3547650,Licenciada,1,1,1,null
VIVO,96,16,Amapá,Vitória do Jari,1600808,Licenciada,1,2,1,null
VIVO,51,43,Rio Grande do Sul,Vera Cruz,4322707,Licenciada,2,4,4,null
VIVO,83,25,Paraíba,Pocinhos,2512002,Licenciada,1,1,1,null
CLARO,35,31,Minas Gerais,Ribeirão Vermelho,3154705,Licenciada,3,1,4,null
TIM,53,43,Rio Grande do Sul,Canguçu,4304507,Licenciada,4,2,3,null
VIVO,54,43,Rio Grande do Sul,Mormaço,4312427,Licenciada,1,2,2,null
CLARO,55,43,Rio Grande do Sul,Catuípe,4305009,Licenciada,1,1,1,null
CLARO,63,17,Tocantins,Filadélfia,1707702,Licenciada,1,2,1,null
TIM,45,41,Paraná,Céu Azul,4105300,Licenciada,1,1,2,1
VIVO,86,22,Piauí,Barras,2201200,Licenciada,2,4,4,null
TIM,95,14,Roraima,São Luiz,1400605,Licenciada,1,1,1,null
CLARO,88,23,Ceará,Potengi,2311207,Licenciada,1,1,1,null
CLARO,46,41,Paraná,Pranchita,4120358,Licenciada,null,1,1,null
TIM,18,35,São Paulo,Gabriel Monteiro,3516507,Licenciada,1,1,2,null
CLARO,79,28,Sergipe,Arauá,2800407,Licenciada,2,1,1,null
TIM,75,29,Bahia,Nazaré,2922508,Licenciada,1,2,2,null
TIM,49,42,Santa Catarina,Bom Jardim da Serra,4202503,Licenciada,null,1,1,1
TIM,18,35,São Paulo,Piacatu,3537701,Licenciada,2,1,2,null
TIM,18,35,São Paulo,Avanhandava,3504404,Licenciada,2,2,2,null
TIM,81,26,Pernambuco,Água Preta,2600401,Licenciada,2,1,1,null
CLARO,69,11,Rondônia,Pimenteiras do Oeste,1101468,Licenciada,1,1,1,null
TIM,88,23,Ceará,Aurora,2301703,Licenciada,1,1,2,null
CLARO,34,31,Minas Gerais,Santa Juliana,3157708,Licenciada,2,2,2,null
VIVO,18,35,São Paulo,Coroados,3512506,Licenciada,1,2,2,null
CLARO,88,23,Ceará,Irauçuba,2306108,Licenciada,3,2,3,null
VIVO,13,35,São Paulo,Guarujá,3518701,Licenciada,31,59,74,41
TIM,49,42,Santa Catarina,Quilombo,4214201,Licenciada,1,2,2,null
CLARO,79,28,Sergipe,Aracaju,2800308,Licenciada,73,93,109,93
VIVO,27,32,Espírito Santo,Domingos Martins,3201902,Licenciada,10,15,30,2
VIVO,67,50,Mato Grosso do Sul,Deodápolis,5003454,Licenciada,2,2,6,null
TIM,33,31,Minas Gerais,Teófilo Otoni,3168606,Licenciada,5,5,13,null
CLARO,47,42,Santa Catarina,Trombudo Central,4218608,Licenciada,2,2,2,null
VIVO,19,35,São Paulo,Paulínia,3536505,Licenciada,9,6,13,7
CLARO,32,31,Minas Gerais,Rodeiro,3156304,Licenciada,1,1,1,null
CLARO,49,42,Santa Catarina,Arabutã,4201273,Licenciada,1,null,1,null
VIVO,82,27,Alagoas,Barra de São Miguel,2700607,Licenciada,5,7,5,null
TIM,85,23,Ceará,Beberibe,2302206,Licenciada,7,6,9,1
VIVO,94,15,Pará,Rio Maria,1506161,Licenciada,1,2,2,null
TIM,99,21,Maranhão,Peritoró,2108454,Licenciada,null,1,2,null
VIVO,51,43,Rio Grande do Sul,Rolante,4316006,Licenciada,2,2,2,null
CLARO,98,21,Maranhão,São Vicente Ferrer,2111706,Licenciada,1,1,1,null
VIVO,47,42,Santa Catarina,Monte Castelo,4211108,Licenciada,1,1,1,null
CLARO,83,25,Paraíba,Alagoa Grande,2500304,Licenciada,2,2,2,null
TIM,62,52,Goiás,Bonfinópolis,5203559,Licenciada,1,null,1,null
VIVO,98,21,Maranhão,Chapadinha,2103208,Licenciada,5,9,13,null
CLARO,89,22,Piauí,Colônia do Gurguéia,2202752,Licenciada,2,2,2,null
