empresa_estacao,COD_AREA,COD_UF,UF,cidade,COD_IBGE,situacao,TCN_2G,TCN_3G,TCN_4G,TCN_5G
TIM,15,35,São Paulo,Piedade,3537800,Licenciada,9,3,4,null
VIVO,91,15,Pará,Bagre,1501105,Licenciada,1,2,2,null
TIM,63,17,Tocantins,Darcinópolis,1706506,Licenciada,2,null,2,null
TIM,81,26,Pernambuco,Moreno,2609402,Licenciada,3,3,4,null
TIM,98,21,Maranhão,Olho d'Água das Cunhãs,2107407,Licenciada,2,2,2,null
VIVO,44,41,Paraná,Barbosa Ferraz,4102505,Licenciada,1,1,1,null
TIM,44,41,Paraná,Porto Rico,4120200,Licenciada,null,2,1,null
BRISANET,77,29,Bahia,Barreiras,2903201,Licenciada,null,null,1,1
TIM,48,42,Santa Catarina,Sombrio,4217709,Licenciada,2,2,4,3
VIVO,47,42,Santa Catarina,Atalanta,4201802,Licenciada,null,1,1,null
TIM,83,25,Paraíba,Remígio,2512705,Licenciada,2,1,2,null
CLARO,33,31,Minas Gerais,Novo Cruzeiro,3145307,Licenciada,2,1,2,null
CLARO,31,31,Minas Gerais,Nova Era,3144706,Licenciada,2,2,3,null
CLARO,84,24,Rio Grande do Norte,Cruzeta,2403004,Licenciada,1,1,1,null
TIM,69,11,Rondônia,Nova Mamoré,1100338,Licenciada,2,null,2,null
VIVO,66,51,Mato Grosso,Santa Carmem,5107248,Licenciada,2,1,1,null
VIVO,95,14,Roraima,Rorainópolis,1400472,Licenciada,1,2,4,null
TIM,49,42,Santa Catarina,Princesa,4214151,Licenciada,null,1,1,null
VIVO,35,31,Minas Gerais,Botelhos,3108404,Licenciada,1,4,5,null
VIVO,51,43,Rio Grande do Sul,Roca Sales,4315800,Licenciada,2,2,3,null
ALGAR,34,31,Minas Gerais,Uberlândia,3170206,Licenciada,58,106,108,65
TIM,64,52,Goiás,Mineiros,5213103,Licenciada,3,null,6,null
CLARO,17,35,São Paulo,Parisi,3536257,Licenciada,1,1,1,null
VIVO,88,23,Ceará,Crato,2304202,Licenciada,10,21,21,11
CLARO,19,35,São Paulo,Holambra,3519055,Licenciada,3,3,3,null
VIVO,73,29,Bahia,Buerarema,2904704,Licenciada,1,1,1,null
CLARO,92,13,Amazonas,Maués,1302900,Licenciada,3,2,4,1
CLARO,87,26,Pernambuco,Poção,2611200,Licenciada,1,1,1,null
VIVO,38,31,Minas Gerais,Verdelândia,3171030,Licenciada,1,1,2,null
TIM,98,21,Maranhão,Marajá do Sena,2106359,Licenciada,null,1,3,null
CLARO,87,26,Pernambuco,Trindade,2615607,Licenciada,1,1,1,null
TIM,69,11,Rondônia,Colorado do Oeste,1100064,Licenciada,1,1,2,null
VIVO,99,21,Maranhão,Campestre do Maranhão,2102556,Licenciada,null,null,1,null
VIVO,99,21,Maranhão,São Luís Gonzaga do Maranhão,2111409,Licenciada,null,1,1,null
CLARO,73,29,Bahia,Ibicaraí,2912103,Licenciada,2,3,2,null
CLARO,31,31,Minas Gerais,Brumadinho,3109006,Licenciada,12,9,13,null
TIM,43,41,Paraná,Alvorada do Sul,4100806,Licenciada,1,2,1,null
TIM,79,28,Sergipe,Carmópolis,2801504,Licenciada,2,1,1,null
CLARO,97,13,Amazonas,Juruá,1302207,Licenciada,1,1,1,null
CLARO,66,51,Mato Grosso,Torixoréu,5108204,Licenciada,1,2,2,null
CLARO,32,31,Minas Gerais,Caiana,3110103,Licenciada,1,1,1,null
VIVO,96,16,Amapá,Laranjal do Jari,1600279,Licenciada,2,2,4,4
VIVO,32,31,Minas Gerais,Senador Cortes,3165602,Licenciada,null,2,2,null
VIVO,66,51,Mato Grosso,Nova Canaã do Norte,5106216,Licenciada,1,1,1,null
CLARO,64,52,Goiás,Turvânia,5221502,Licenciada,null,2,1,null
VIVO,35,31,Minas Gerais,Nazareno,3144508,Licenciada,1,1,1,null
VIVO,64,52,Goiás,Lagoa Santa,5212253,Licenciada,1,1,1,null
TIM,14,35,São Paulo,Chavantes,3557204,Licenciada,2,2,1,null
VIVO,18,35,São Paulo,Turiúba,3555208,Licenciada,1,1,1,null
CLARO,62,52,Goiás,Mara Rosa,5212808,Licenciada,1,1,1,1
VIVO,43,41,Paraná,Bom Sucesso,4103206,Licenciada,null,1,1,null
TIM,91,15,Pará,Gurupá,1503101,Licenciada,1,1,1,null
VIVO,67,50,Mato Grosso do Sul,Itaquiraí,5004601,Licenciada,2,1,3,null
ALGAR,16,35,São Paulo,Ribeirão Corrente,3543105,Licenciada,1,1,1,null
CLARO,73,29,Bahia,Medeiros Neto,2921104,Licenciada,1,1,1,null
VIVO,75,29,Bahia,Bonito,2904050,Licenciada,1,1,2,null
TIM,43,41,Paraná,Santo Antônio da Platina,4124103,Licenciada,3,4,6,3
VIVO,62,52,Goiás,Araguapaz,5202155,Licenciada,1,null,1,null
TIM,55,43,Rio Grande do Sul,Pinheirinho do Vale,4314498,Licenciada,null,null,1,null
TIM,33,31,Minas Gerais,Governador Valadares,3127701,Licenciada,9,12,23,8
TIM,63,17,Tocantins,Luzinópolis,1712454,Licenciada,1,null,1,null
CLARO,51,43,Rio Grande do Sul,Eldorado do Sul,4306767,Licenciada,5,6,6,null
VIVO,44,41,Paraná,Assis Chateaubriand,4102000,Licenciada,1,1,3,null
VIVO,54,43,Rio Grande do Sul,Faxinalzinho,4308052,Licenciada,1,1,1,null
VIVO,91,15,Pará,Paragominas,1505502,Licenciada,4,13,25,11
VIVO,81,26,Pernambuco,Toritama,2615409,Licenciada,2,2,5,null
VIVO,31,31,Minas Gerais,Caranaíba,3113107,Licenciada,null,1,1,null
VIVO,74,29,Bahia,Jaguarari,2917706,Licenciada,3,4,7,null
CLARO,66,51,Mato Grosso,Alto Araguaia,5100300,Licenciada,2,2,2,null
VIVO,17,35,São Paulo,Santa Clara d'Oeste,3546108,Licenciada,1,1,1,null
TIM,44,41,Paraná,São Jorge do Patrocínio,4125357,Licenciada,null,1,1,null
VIVO,18,35,São Paulo,Parapuã,3536000,Licenciada,1,1,1,null
VIVO,54,43,Rio Grande do Sul,Esmeralda,4307401,Licenciada,2,2,2,null
TIM,85,23,Ceará,Ocara,2309458,Licenciada,null,null,4,null
TIM,35,31,Minas Gerais,Monsenhor Paulo,3142601,Licenciada,2,1,2,null
TIM,49,42,Santa Catarina,Romelândia,4215208,Licenciada,1,1,1,null
VIVO,82,27,Alagoas,Coité do Nóia,2702009,Licenciada,1,1,1,null
CLARO,45,41,Paraná,Santa Lúcia,4123824,Licenciada,1,1,1,null
CLARO,79,28,Sergipe,Capela,2801306,Licenciada,1,1,1,null
VIVO,83,25,Paraíba,Olivedos,2510501,Licenciada,null,1,1,null
CLARO,35,31,Minas Gerais,Campo do Meio,3111309,Licenciada,1,1,1,null
VIVO,93,15,Pará,Alenquer,1500404,Licenciada,2,7,8,2
TIM,11,35,São Paulo,Cotia,3513009,Licenciada,15,23,31,14
VIVO,13,35,São Paulo,Sete Barras,3551801,Licenciada,1,4,5,null
TIM,19,35,São Paulo,Vinhedo,3556701,Licenciada,5,9,14,4
CLARO,49,42,Santa Catarina,Romelândia,4215208,Licenciada,1,1,1,null
TIM,69,11,Rondônia,Pimenta Bueno,1100189,Licenciada,1,2,4,2
VIVO,14,35,São Paulo,Bofete,3506904,Licenciada,3,3,5,null
TIM,83,25,Paraíba,Manaíra,2509008,Licenciada,1,1,1,null
CLARO,12,35,São Paulo,Cruzeiro,3513405,Licenciada,6,12,12,null
BRISANET,98,21,Maranhão,Paço do Lumiar,2107506,Licenciada,null,null,1,1
VIVO,27,32,Espírito Santo,Montanha,3203502,Licenciada,2,3,4,null
CLARO,17,35,São Paulo,Bady Bassitt,3504602,Licenciada,2,3,3,1
TIM,55,43,Rio Grande do Sul,Rosário do Sul,4316402,Licenciada,2,null,6,null
CLARO,32,31,Minas Gerais,Santana do Deserto,3158607,Licenciada,1,1,1,null
CLARO,19,35,São Paulo,Monte Alegre do Sul,3531209,Licenciada,1,1,1,null
VIVO,55,43,Rio Grande do Sul,Quevedos,4315321,Licenciada,null,null,1,null
VIVO,48,42,Santa Catarina,Grão-Pará,4206108,Licenciada,null,1,1,null
VIVO,38,31,Minas Gerais,São João das Missões,3162450,Licenciada,1,2,1,null
TIM,43,41,Paraná,Novo Itacolomi,4117297,Licenciada,1,2,1,null
VIVO,81,26,Pernambuco,Bonito,2602308,Licenciada,2,4,9,null
VIVO,33,31,Minas Gerais,Malacacheta,3139201,Licenciada,1,3,3,null
TIM,42,42,Santa Catarina,Porto União,4213609,Licenciada,1,3,3,null
CLARO,51,43,Rio Grande do Sul,Camaquã,4303509,Licenciada,8,4,8,null
VIVO,38,31,Minas Gerais,Couto de Magalhães de Minas,3120102,Licenciada,1,1,1,null
VIVO,17,35,São Paulo,Severínia,3551900,Licenciada,1,1,1,null
VIVO,94,15,Pará,São Domingos do Araguaia,1507151,Licenciada,1,2,3,null
VIVO,35,31,Minas Gerais,Campestre,3111002,Licenciada,3,3,4,null
TIM,93,15,Pará,Aveiro,1501006,Licenciada,1,null,5,null
CLARO,31,31,Minas Gerais,Bonfim,3108107,Licenciada,1,1,1,null
BRISANET,89,22,Piauí,Pio IX,2208205,Licenciada,null,null,1,1
TIM,98,21,Maranhão,Icatu,2105104,Licenciada,null,null,1,null
VIVO,98,21,Maranhão,Centro do Guilherme,2103158,Licenciada,1,1,1,null
CLARO,63,17,Tocantins,São Sebastião do Tocantins,1720309,Licenciada,null,1,null,null
CLARO,44,41,Paraná,Umuarama,4128104,Licenciada,13,19,23,null
TIM,44,41,Paraná,Sabáudia,4122701,Licenciada,2,3,2,null
CLARO,27,32,Espírito Santo,São Domingos do Norte,3204658,Licenciada,2,2,2,null
CLARO,19,35,São Paulo,Santa Cruz da Conceição,3546207,Licenciada,2,2,2,null
TIM,51,43,Rio Grande do Sul,Capivari do Sul,4304671,Licenciada,1,null,3,null
TIM,65,51,Mato Grosso,Comodoro,5103304,Licenciada,1,1,3,null
CLARO,51,43,Rio Grande do Sul,Sobradinho,4320701,Licenciada,1,1,1,null
CLARO,73,29,Bahia,Ibicuí,2912301,Licenciada,1,1,1,null
VIVO,13,35,São Paulo,Registro,3542602,Licenciada,6,10,11,4
CLARO,89,22,Piauí,João Costa,2205359,Licenciada,1,1,1,null
TIM,19,35,São Paulo,São José do Rio Pardo,3549706,Licenciada,2,3,5,null
CLARO,82,27,Alagoas,Mar Vermelho,2704906,Licenciada,1,1,1,null
CLARO,93,15,Pará,Jacareacanga,1503754,Licenciada,1,1,1,null
CLARO,42,41,Paraná,Pitanga,4119608,Licenciada,1,3,3,null
TIM,83,25,Paraíba,Alagoa Grande,2500304,Licenciada,1,1,1,1
TIM,75,29,Bahia,Marcionílio Souza,2920809,Licenciada,1,1,1,null
VIVO,27,32,Espírito Santo,Ponto Belo,3204252,Licenciada,1,2,2,null
TIM,18,35,São Paulo,Taciba,3552908,Licenciada,2,2,1,null
CLARO,63,17,Tocantins,Angico,1701051,Licenciada,1,3,2,null
CLARO,63,17,Tocantins,Sítio Novo do Tocantins,1720804,Licenciada,3,1,4,null
TIM,54,43,Rio Grande do Sul,Sertão,4320503,Licenciada,1,2,3,null
TIM,67,50,Mato Grosso do Sul,Jardim,5005004,Licenciada,1,1,1,null
CLARO,49,42,Santa Catarina,Ponte Alta,4213302,Licenciada,1,1,1,null
VIVO,87,26,Pernambuco,Pedra,2610806,Licenciada,null,1,1,null
VIVO,31,31,Minas Gerais,Ponte Nova,3152105,Licenciada,4,6,9,null
CLARO,31,31,Minas Gerais,Santana do Paraíso,3158953,Licenciada,6,5,7,null
CLARO,46,41,Paraná,Palmas,4117602,Licenciada,3,3,3,null
CLARO,77,29,Bahia,Iuiu,2917334,Licenciada,1,2,1,null
CLARO,48,42,Santa Catarina,Laguna,4209409,Licenciada,4,7,7,null
VIVO,88,23,Ceará,Jijoca de Jericoacoara,2307254,Licenciada,4,3,3,3
BRISANET,83,25,Paraíba,Cajazeiras,2503704,Licenciada,null,null,7,6
CLARO,81,26,Pernambuco,Surubim,2614501,Licenciada,4,4,4,null
VIVO,84,24,Rio Grande do Norte,Jardim de Piranhas,2405603,Licenciada,1,2,2,null
TIM,81,26,Pernambuco,Cortês,2604809,Licenciada,null,1,1,null
TIM,98,21,Maranhão,Nova Olinda do Maranhão,2107357,Licenciada,null,null,1,null
VIVO,32,31,Minas Gerais,Mercês,3141603,Licenciada,1,1,1,null
VIVO,17,35,São Paulo,Orindiúva,3534203,Licenciada,3,2,2,null
CLARO,35,31,Minas Gerais,São Tomás de Aquino,3165107,Licenciada,1,1,1,null
TIM,44,41,Paraná,Alto Paraíso,4128625,Licenciada,null,1,1,null
VIVO,84,24,Rio Grande do Norte,Acari,2400109,Licenciada,null,1,1,null
TIM,84,24,Rio Grande do Norte,Santo Antônio,2411502,Licenciada,2,2,2,null
VIVO,48,42,Santa Catarina,Imaruí,4207205,Licenciada,1,1,1,null
CLARO,14,35,São Paulo,Conchas,3512308,Licenciada,4,2,4,null
TIM,51,43,Rio Grande do Sul,Herveiras,4309571,Licenciada,1,null,1,null
TIM,11,35,São Paulo,Embu das Artes,3515004,Licenciada,12,16,21,8
TIM,22,33,Rio de Janeiro,Cantagalo,3301108,Licenciada,5,3,5,null
CLARO,34,31,Minas Gerais,Patos de Minas,3148004,Licenciada,21,16,26,null
VIVO,86,22,Piauí,Luís Correia,2205706,Licenciada,8,7,8,null
CLARO,37,31,Minas Gerais,Estrela do Indaiá,3124708,Licenciada,1,1,1,null
CLARO,32,31,Minas Gerais,Matias Barbosa,3140803,Licenciada,2,2,3,null
TIM,91,15,Pará,Marapanim,1504406,Licenciada,3,3,4,null
TIM,91,15,Pará,Inhangapi,1503408,Licenciada,null,1,1,null
TIM,55,43,Rio Grande do Sul,Ajuricaba,4300208,Licenciada,2,2,3,null
ALGAR,35,31,Minas Gerais,Córrego do Bom Jesus,3119906,Licenciada,null,1,null,null
CLARO,98,21,Maranhão,Matões do Norte,2106631,Licenciada,1,1,1,null
TIM,38,31,Minas Gerais,Salinas,3157005,Licenciada,4,2,5,null
CLARO,44,41,Paraná,Maria Helena,4114708,Licenciada,1,1,1,null
TIM,98,21,Maranhão,Guimarães,2104909,Licenciada,1,1,1,null
TIM,93,15,Pará,Almeirim,1500503,Licenciada,3,1,3,1
VIVO,33,31,Minas Gerais,Córrego Novo,3120003,Licenciada,null,1,1,null
TIM,74,29,Bahia,Macajuba,2919603,Licenciada,null,1,2,null
VIVO,83,25,Paraíba,Triunfo,2516805,Licenciada,null,1,null,null
VIVO,35,31,Minas Gerais,Sapucaí-Mirim,3165404,Licenciada,1,1,1,null
VIVO,61,52,Goiás,Valparaíso de Goiás,5221858,Licenciada,5,8,23,10
CLARO,54,43,Rio Grande do Sul,Picada Café,4314423,Licenciada,1,1,1,null
TIM,18,35,São Paulo,Bento de Abreu,3506201,Licenciada,null,1,1,null
CLARO,77,29,Bahia,Canápolis,2906105,Licenciada,1,1,1,null
CLARO,64,52,Goiás,Arenópolis,5202353,Licenciada,1,null,1,null
TIM,63,17,Tocantins,Oliveira de Fátima,1715507,Licenciada,1,1,1,null
CLARO,17,35,São Paulo,Dolcinópolis,3514205,Licenciada,1,1,1,null
VIVO,21,33,Rio de Janeiro,Maricá,3302700,Licenciada,14,29,34,17
CLARO,19,35,São Paulo,Vargem Grande do Sul,3556404,Licenciada,3,5,5,null
VIVO,51,43,Rio Grande do Sul,Cachoeirinha,4303103,Licenciada,8,12,16,11
CLARO,14,35,São Paulo,Reginópolis,3542503,Licenciada,1,1,1,null
VIVO,87,26,Pernambuco,Sertânia,2614105,Licenciada,2,4,6,null
CLARO,85,23,Ceará,Trairi,2313500,Licenciada,3,2,4,null
TIM,47,42,Santa Catarina,Santa Terezinha,4215679,Licenciada,1,3,1,null
TIM,55,43,Rio Grande do Sul,Júlio de Castilhos,4311205,Licenciada,4,4,5,null
CLARO,16,35,São Paulo,Sales Oliveira,3544905,Licenciada,4,3,4,null
TIM,19,35,São Paulo,Mococa,3530508,Licenciada,2,3,6,null
CLARO,51,43,Rio Grande do Sul,Vale Verde,4322525,Licenciada,1,null,1,null
CLARO,43,41,Paraná,Wenceslau Braz,4128500,Licenciada,1,1,1,null
CLARO,83,25,Paraíba,Boa Vista,2502151,Licenciada,null,1,null,null
TIM,99,21,Maranhão,Pedreiras,2108207,Licenciada,2,3,2,null
TIM,69,11,Rondônia,Castanheiras,1100908,Licenciada,1,null,1,null
CLARO,89,22,Piauí,Santana do Piauí,2209351,Licenciada,null,1,null,null
TIM,43,41,Paraná,Conselheiro Mairinck,4106100,Licenciada,null,2,2,null
VIVO,89,22,Piauí,Várzea Branca,2211357,Licenciada,1,1,1,null
CLARO,79,28,Sergipe,Indiaroba,2802809,Licenciada,1,1,1,null
CLARO,54,43,Rio Grande do Sul,Ipiranga do Sul,4310462,Licenciada,1,1,1,null
VIVO,32,31,Minas Gerais,Antônio Prado de Minas,3103108,Licenciada,null,1,1,null
TIM,82,27,Alagoas,Campo Alegre,2701407,Licenciada,4,1,1,null
VIVO,38,31,Minas Gerais,Salinas,3157005,Licenciada,2,7,8,null
CLARO,42,41,Paraná,Antônio Olinto,4101309,Licenciada,2,3,3,null
CLARO,43,41,Paraná,Florestópolis,4108007,Licenciada,1,1,1,null
CLARO,84,24,Rio Grande do Norte,Galinhos,2404101,Licenciada,1,1,1,null
TIM,32,31,Minas Gerais,Coimbra,3116704,Licenciada,null,1,1,null
VIVO,88,23,Ceará,Itapiúna,2306504,Licenciada,null,4,4,null
TIM,91,15,Pará,Abaetetuba,1500107,Licenciada,7,5,7,3
CLARO,15,35,São Paulo,Itararé,3523206,Licenciada,1,3,3,null
TIM,45,41,Paraná,Ramilândia,4121257,Licenciada,1,3,1,null
VIVO,51,43,Rio Grande do Sul,Tupandi,4322251,Licenciada,1,1,1,null
CLARO,51,43,Rio Grande do Sul,Campo Bom,4303905,Licenciada,6,9,9,null
VIVO,31,31,Minas Gerais,Santa Margarida,3157906,Licenciada,null,2,2,null
TIM,38,31,Minas Gerais,Montezuma,3143450,Licenciada,null,null,1,null
CLARO,55,43,Rio Grande do Sul,Salvador das Missões,4316477,Licenciada,2,1,2,null
BRISANET,82,27,Alagoas,Arapiraca,2700300,Licenciada,null,null,2,2
TIM,75,29,Bahia,Lamarão,2919108,Licenciada,2,1,2,null
CLARO,84,24,Rio Grande do Norte,Sítio Novo,2413706,Licenciada,null,1,null,null
VIVO,98,21,Maranhão,Turilândia,2112456,Licenciada,1,2,2,null
VIVO,51,43,Rio Grande do Sul,São José do Hortêncio,4318481,Licenciada,2,2,2,null
TIM,83,25,Paraíba,Boqueirão,2502508,Licenciada,1,1,1,null
TIM,66,51,Mato Grosso,Nova Guarita,5108808,Licenciada,null,null,1,null
CLARO,88,23,Ceará,Ararendá,2301257,Licenciada,1,null,1,null
VIVO,88,23,Ceará,Caririaçu,2303204,Licenciada,null,4,4,null
CLARO,88,23,Ceará,Quixeramobim,2311405,Licenciada,5,4,5,null
CLARO,86,22,Piauí,São João da Fronteira,2209872,Licenciada,1,1,2,null
TIM,14,35,São Paulo,Avaré,3504503,Licenciada,15,14,7,null
VIVO,93,15,Pará,Almeirim,1500503,Licenciada,4,6,7,null
VIVO,15,35,São Paulo,Tietê,3554508,Licenciada,5,9,8,4
VIVO,66,51,Mato Grosso,Nova Guarita,5108808,Licenciada,null,1,1,null
TIM,17,35,São Paulo,Ibirá,3519402,Licenciada,3,2,3,null
TIM,48,42,Santa Catarina,Capivari de Baixo,4203956,Licenciada,2,1,2,1
VIVO,91,15,Pará,Garrafão do Norte,1503077,Licenciada,null,1,2,null
TIM,73,29,Bahia,Nova Viçosa,2923001,Licenciada,1,4,4,null
TIM,55,43,Rio Grande do Sul,Boa Vista do Incra,4302238,Licenciada,1,1,1,null
TIM,81,26,Pernambuco,Jaqueira,2607950,Licenciada,1,1,1,null
TIM,84,24,Rio Grande do Norte,Lagoa de Velhos,2406403,Licenciada,null,null,1,null
VIVO,77,29,Bahia,Caculé,2905008,Licenciada,1,1,1,null
VIVO,42,41,Paraná,General Carneiro,4108502,Licenciada,2,1,2,null
VIVO,83,25,Paraíba,Gurjão,2506509,Licenciada,1,2,1,null
TIM,34,31,Minas Gerais,Tapira,3168101,Licenciada,null,null,1,null
VIVO,62,52,Goiás,Gameleira de Goiás,5208152,Licenciada,null,1,1,null
CLARO,73,29,Bahia,Canavieiras,2906303,Licenciada,2,3,3,null
CLARO,32,31,Minas Gerais,Santa Rita de Jacutinga,3159308,Licenciada,1,1,1,null
VIVO,35,31,Minas Gerais,Aguanil,3100807,Licenciada,1,1,2,null
VIVO,43,41,Paraná,Nova Santa Bárbara,4117214,Licenciada,1,1,1,null
TIM,86,22,Piauí,Jatobá do Piauí,2205276,Licenciada,null,1,1,null
TIM,66,51,Mato Grosso,Santa Carmem,5107248,Licenciada,null,null,1,null
TIM,83,25,Paraíba,Lastro,2508406,Licenciada,null,1,1,null
CLARO,31,31,Minas Gerais,Prudente de Morais,3153608,Licenciada,2,2,2,null
CLARO,99,21,Maranhão,Davinópolis,2103752,Licenciada,null,1,1,null
CLARO,21,33,Rio de Janeiro,Rio de Janeiro,3304557,Licenciada,820,1239,1251,1060
CLARO,94,15,Pará,Redenção,1506138,Licenciada,3,3,3,1
CLARO,17,35,São Paulo,Mirassol,3530300,Licenciada,8,10,10,null
TIM,48,42,Santa Catarina,Governador Celso Ramos,4206009,Licenciada,5,2,6,2
CLARO,94,15,Pará,Floresta do Araguaia,1503044,Licenciada,null,1,1,null
VIVO,28,32,Espírito Santo,Muniz Freire,3203700,Licenciada,4,4,5,null
CLARO,41,41,Paraná,Balsa Nova,4102307,Licenciada,2,2,2,null
VIVO,33,31,Minas Gerais,Angelândia,3102852,Licenciada,null,1,1,null
VIVO,55,43,Rio Grande do Sul,Senador Salgado Filho,4320321,Licenciada,1,1,1,null
VIVO,94,15,Pará,Redenção,1506138,Licenciada,10,16,18,8
TIM,11,35,São Paulo,Igaratá,3520202,Licenciada,2,4,6,null
TIM,55,43,Rio Grande do Sul,Tucunduva,4322103,Licenciada,1,null,1,null
TIM,18,35,São Paulo,Junqueirópolis,3526001,Licenciada,2,1,1,null
TIM,66,51,Mato Grosso,Nova Ubiratã,5106240,Licenciada,null,null,1,null
TIM,63,17,Tocantins,Pequizeiro,1716653,Licenciada,1,null,1,null
CLARO,18,35,São Paulo,Emilianópolis,3515129,Licenciada,1,1,1,null
CLARO,17,35,São Paulo,Icém,3519808,Licenciada,1,1,1,null
TIM,33,31,Minas Gerais,Iapu,3129301,Licenciada,1,1,1,null
VIVO,89,22,Piauí,Patos do Piauí,2207777,Licenciada,null,1,1,null
VIVO,67,50,Mato Grosso do Sul,Rochedo,5007505,Licenciada,1,1,1,null
BRISANET,79,28,Sergipe,Lagarto,2803500,Licenciada,null,null,1,1
CLARO,98,21,Maranhão,Arari,2101004,Licenciada,2,2,2,null
TIM,99,21,Maranhão,Lago Verde,2105906,Licenciada,null,1,3,null
TIM,18,35,São Paulo,Parapuã,3536000,Licenciada,2,1,3,null
BRISANET,88,23,Ceará,Quixelô,2311355,Licenciada,null,null,2,1
TIM,38,31,Minas Gerais,Vargem Grande do Rio Pardo,3170651,Licenciada,null,1,1,null
BRISANET,81,26,Pernambuco,Vitória de Santo Antão,2616407,Licenciada,null,null,1,1
VIVO,38,31,Minas Gerais,Mamonas,3139250,Licenciada,1,1,1,null
VIVO,33,31,Minas Gerais,Mantena,3139607,Licenciada,1,4,3,1
VIVO,11,35,São Paulo,Franco da Rocha,3516408,Licenciada,6,10,12,9
CLARO,89,22,Piauí,Conceição do Canindé,2202802,Licenciada,1,1,1,null
TIM,51,43,Rio Grande do Sul,Sapucaia do Sul,4320008,Licenciada,6,7,22,null
CLARO,44,41,Paraná,Goioerê,4108601,Licenciada,3,1,3,null
CLARO,17,35,São Paulo,Poloni,3539905,Licenciada,2,1,2,null
VIVO,67,50,Mato Grosso do Sul,Ivinhema,5004700,Licenciada,3,2,4,null
VIVO,65,51,Mato Grosso,Araputanga,5101258,Licenciada,4,2,2,null
CLARO,19,35,São Paulo,Santa Gertrudes,3546702,Licenciada,1,3,3,null
VIVO,38,31,Minas Gerais,Chapada Gaúcha,3116159,Licenciada,2,4,4,null
VIVO,84,24,Rio Grande do Norte,Carnaubais,2402501,Licenciada,1,3,1,null
BRISANET,81,26,Pernambuco,Recife,2611606,Licenciada,null,null,6,6
TIM,64,52,Goiás,Caiapônia,5204409,Licenciada,3,null,3,null
CLARO,75,29,Bahia,Conceição do Coité,2908408,Licenciada,2,3,3,null
CLARO,46,41,Paraná,São Jorge d'Oeste,4125209,Licenciada,1,1,1,null
VIVO,32,31,Minas Gerais,São Francisco do Glória,3161403,Licenciada,2,1,2,null
TIM,73,29,Bahia,Itamari,2915700,Licenciada,null,null,1,null
CLARO,83,25,Paraíba,Olho d'Água,2510402,Licenciada,null,1,1,null
CLARO,75,29,Bahia,Iraquara,2914406,Licenciada,1,1,1,null
TIM,38,31,Minas Gerais,São Romão,3164209,Licenciada,1,1,1,null
CLARO,18,35,São Paulo,Pacaembu,3534906,Licenciada,2,1,3,null
TIM,33,31,Minas Gerais,Pocrane,3151909,Licenciada,1,1,2,null
CLARO,97,13,Amazonas,Santa Isabel do Rio Negro,1303601,Licenciada,1,1,1,null
VIVO,43,41,Paraná,Cambé,4103701,Licenciada,2,4,6,5
TIM,63,17,Tocantins,São Félix do Tocantins,1720150,Licenciada,null,null,1,null
TIM,33,31,Minas Gerais,Nanuque,3144300,Licenciada,2,3,3,null
CLARO,38,31,Minas Gerais,Pirapora,3151206,Licenciada,5,3,5,null
CLARO,28,32,Espírito Santo,Cachoeiro de Itapemirim,3201209,Licenciada,27,24,26,15
VIVO,84,24,Rio Grande do Norte,São Paulo do Potengi,2412609,Licenciada,null,1,1,null
CLARO,22,33,Rio de Janeiro,Aperibé,3300159,Licenciada,1,1,1,null
VIVO,84,24,Rio Grande do Norte,São Miguel do Gostoso,2412559,Licenciada,1,2,2,null
VIVO,43,41,Paraná,Jacarezinho,4111803,Licenciada,1,2,5,1
VIVO,49,42,Santa Catarina,Jupiá,4209177,Licenciada,null,1,1,null
VIVO,38,31,Minas Gerais,Varzelândia,3170909,Licenciada,null,3,3,null
TIM,37,31,Minas Gerais,Luz,3138807,Licenciada,6,2,1,null
CLARO,64,52,Goiás,Caçu,5204300,Licenciada,1,1,1,1
TIM,84,24,Rio Grande do Norte,Passa e Fica,2409100,Licenciada,null,1,1,null
CLARO,84,24,Rio Grande do Norte,Barcelona,2401503,Licenciada,null,1,null,null
TIM,81,26,Pernambuco,São Bento do Una,2613008,Licenciada,1,1,1,null
VIVO,53,43,Rio Grande do Sul,Turuçu,4322327,Licenciada,1,1,1,null
VIVO,17,35,São Paulo,Icém,3519808,Licenciada,1,1,1,null
TIM,69,11,Rondônia,São Francisco do Guaporé,1101492,Licenciada,3,null,3,null
ALGAR,34,31,Minas Gerais,Gurinhatã,3129103,Licenciada,4,2,3,null
CLARO,11,35,São Paulo,Santana de Parnaíba,3547304,Licenciada,18,21,21,2
VIVO,33,31,Minas Gerais,Novo Cruzeiro,3145307,Licenciada,null,5,6,null
TIM,31,31,Minas Gerais,Oratórios,3145851,Licenciada,null,1,1,null
TIM,84,24,Rio Grande do Norte,São Gonçalo do Amarante,2412005,Licenciada,3,7,9,null
VIVO,63,17,Tocantins,Santa Tereza do Tocantins,1719004,Licenciada,1,null,1,null
TIM,41,41,Paraná,Paranaguá,4118204,Licenciada,11,20,24,7
VIVO,44,41,Paraná,Icaraíma,4109906,Licenciada,1,null,1,null
TIM,19,35,São Paulo,Casa Branca,3510807,Licenciada,2,2,5,null
BRISANET,85,23,Ceará,Tejuçuoca,2313351,Licenciada,null,null,1,1
